Q96GQ7	DDX27_HUMAN	DDX27
Q96GR2	ACBG1_HUMAN	ACSBG1
Q96GR4	ZDH12_HUMAN	ZDHHC12
Q96GS4	BORC6_HUMAN	BORCS6
Q96GS6	AB17A_HUMAN	ABHD17A
Q96GV9	MACIR_HUMAN	MACIR
Q96GW7	PGCB_HUMAN	BCAN
Q96GW9	SYMM_HUMAN	MARS2
Q96GX1	TECT2_HUMAN	TCTN2
Q96GX5	GWL_HUMAN	MASTL
Q96GX9	MTNB_HUMAN	APIP
Q96GY3	LIN37_HUMAN	LIN37
Q96GZ6	S41A3_HUMAN	SLC41A3
Q96H15	TIMD4_HUMAN	TIMD4
Q96H20	SNF8_HUMAN	SNF8
Q96H22	CENPN_HUMAN	CENPN
Q96H55	MYO19_HUMAN	MYO19
Q96H72	S39AD_HUMAN	SLC39A13
Q96H86	ZN764_HUMAN	ZNF764
Q96H96	COQ2_HUMAN	COQ2
Q96HA1	P121A_HUMAN	POM121
Q96HA7	TONSL_HUMAN	TONSL
Q96HA8	NTAQ1_HUMAN	NTAQ1
Q96HA9	PX11C_HUMAN	PEX11G
Q96HB5	CC120_HUMAN	CCDC120
Q96HC4	PDLI5_HUMAN	PDLIM5
Q96HD1	CREL1_HUMAN	CRELD1
Q96HD9	ACY3_HUMAN	ACY3
Q96HE7	ERO1A_HUMAN	ERO1A
Q96HE8	TMM80_HUMAN	TMEM80
Q96HF1	SFRP2_HUMAN	SFRP2
Q96HH6	TMM19_HUMAN	TMEM19
Q96HH9	GRM2B_HUMAN	GRAMD2B
Q96HI0	SENP5_HUMAN	SENP5
Q96HJ3	CCD34_HUMAN	CCDC34
Q96HJ5	MS4A3_HUMAN	MS4A3
Q96HL8	SH3Y1_HUMAN	SH3YL1
Q96HN2	SAHH3_HUMAN	AHCYL2
Q96HP0	DOCK6_HUMAN	DOCK6
Q96HP8	T176A_HUMAN	TMEM176A
Q96HQ0	ZN419_HUMAN	ZNF419
Q96HR3	MED30_HUMAN	MED30
Q96HR8	NAF1_HUMAN	NAF1
Q96HR9	REEP6_HUMAN	REEP6
Q96HS1	PGAM5_HUMAN	PGAM5
Q96HT8	MR1L1_HUMAN	MRFAP1L1
Q96HU1	SGSM3_HUMAN	SGSM3
Q96HW7	INT4_HUMAN	INTS4
Q96HY6	DDRGK_HUMAN	DDRGK1
Q96HY7	DHTK1_HUMAN	DHTKD1
Q96HZ4	HES6_HUMAN	HES6
Q96I15	SCLY_HUMAN	SCLY
Q96I23	PREY_HUMAN	PYURF
Q96I24	FUBP3_HUMAN	FUBP3
Q96I25	SPF45_HUMAN	RBM17
Q96I27	ZN625_HUMAN	ZNF625
Q96I34	PP16A_HUMAN	PPP1R16A
Q96I51	RCC1L_HUMAN	RCC1L
Q96I59	SYNM_HUMAN	NARS2
Q96I76	GPTC3_HUMAN	GPATCH3
Q96I99	SUCB2_HUMAN	SUCLG2
Q96IF1	AJUBA_HUMAN	AJUBA
Q96II8	LRCH3_HUMAN	LRCH3
Q96IJ6	GMPPA_HUMAN	GMPPA
Q96IK1	BOD1_HUMAN	BOD1
Q96IK5	GMCL1_HUMAN	GMCL1
Q96IL0	COA8_HUMAN	COA8
Q96IP4	TET5A_HUMAN	TENT5A
Q96IQ9	ZN414_HUMAN	ZNF414
Q96IR7	HPDL_HUMAN	HPDL
Q96IS3	RAX2_HUMAN	RAX2
Q96IT1	ZN496_HUMAN	ZNF496
Q96IU2	ZBED3_HUMAN	ZBED3
Q96IU4	ABHEB_HUMAN	ABHD14B
Q96IV0	NGLY1_HUMAN	NGLY1
Q96IV6	FXDC2_HUMAN	FAXDC2
Q96IW7	SC22A_HUMAN	SEC22A
Q96IX5	ATPMK_HUMAN	ATP5MK
Q96IY1	NSL1_HUMAN	NSL1
Q96IY4	CBPB2_HUMAN	CPB2
Q96IZ0	PAWR_HUMAN	PAWR
Q96IZ2	ADTRP_HUMAN	ADTRP
Q96IZ5	RBM41_HUMAN	RBM41
Q96IZ6	MET2A_HUMAN	METTL2A
Q96IZ7	RSRC1_HUMAN	RSRC1
Q96J01	THOC3_HUMAN	THOC3
Q96J02	ITCH_HUMAN	ITCH
Q96J42	TXD15_HUMAN	TXNDC15
Q96J65	MRP9_HUMAN	ABCC12
Q96J66	MRP8_HUMAN	ABCC11
Q96J84	KIRR1_HUMAN	KIRREL1
Q96J87	CELF6_HUMAN	CELF6
Q96J92	WNK4_HUMAN	WNK4
Q96J94	PIWL1_HUMAN	PIWIL1
Q96JA1	LRIG1_HUMAN	LRIG1
Q96JA3	PKHA8_HUMAN	PLEKHA8
Q96JB1	DYH8_HUMAN	DNAH8
Q96JB2	COG3_HUMAN	COG3
Q96JB3	HIC2_HUMAN	HIC2
Q96JB5	CK5P3_HUMAN	CDK5RAP3
Q96JB6	LOXL4_HUMAN	LOXL4
Q96JB8	MPP4_HUMAN	MPP4
Q96JC1	VPS39_HUMAN	VPS39
Q96JC9	EAF1_HUMAN	EAF1
Q96JD6	AKCL2_HUMAN	AKR1E2
Q96JE7	SC16B_HUMAN	SEC16B
Q96JE9	MAP6_HUMAN	MAP6
Q96JF0	SIAT2_HUMAN	ST6GAL2
Q96JG6	VPS50_HUMAN	VPS50
Q96JG8	MAGD4_HUMAN	MAGED4; MAGED4B
Q96JG9	ZN469_HUMAN	ZNF469
Q96JH7	VCIP1_HUMAN	VCPIP1
Q96JH8	RADIL_HUMAN	RADIL
Q96JI7	SPTCS_HUMAN	SPG11
Q96JJ3	ELMO2_HUMAN	ELMO2
Q96JJ6	JPH4_HUMAN	JPH4
Q96JJ7	TMX3_HUMAN	TMX3
Q96JK2	DCAF5_HUMAN	DCAF5
Q96JK9	MAML3_HUMAN	MAML3
Q96JL9	ZN333_HUMAN	ZNF333
Q96JM2	ZN462_HUMAN	ZNF462
Q96JM3	CHAP1_HUMAN	CHAMP1
Q96JM7	LMBL3_HUMAN	L3MBTL3
Q96JN0	LCOR_HUMAN	LCOR
Q96JN2	CC136_HUMAN	CCDC136
Q96JP0	FEM1C_HUMAN	FEM1C
Q96JP2	MY15B_HUMAN	MYO15B
Q96JP5	ZFP91_HUMAN	ZFP91
Q96JP9	CDHR1_HUMAN	CDHR1
Q96JQ0	PCD16_HUMAN	DCHS1
Q96JQ5	M4A4A_HUMAN	MS4A4A
Q96JS3	PGBD1_HUMAN	PGBD1
Q96JW4	S41A2_HUMAN	SLC41A2
Q96JX3	SRAC1_HUMAN	SERAC1
Q96JY0	MAEL_HUMAN	MAEL
Q96JY6	PDLI2_HUMAN	PDLIM2
Q96JZ2	HSH2D_HUMAN	HSH2D
Q96K12	FACR2_HUMAN	FAR2
Q96K19	RN170_HUMAN	RNF170
Q96K21	ANCHR_HUMAN	ZFYVE19
Q96K30	RITA1_HUMAN	RITA1
Q96K58	ZN668_HUMAN	ZNF668
Q96K76	UBP47_HUMAN	USP47
Q96K78	AGRG7_HUMAN	ADGRG7
Q96K80	ZC3HA_HUMAN	ZC3H10
Q96K83	ZN521_HUMAN	ZNF521
Q96KA5	CLP1L_HUMAN	CLPTM1L
Q96KB5	TOPK_HUMAN	PBK
Q96KC8	DNJC1_HUMAN	DNAJC1
Q96KG7	MEG10_HUMAN	MEGF10
Q96KG9	SCYL1_HUMAN	SCYL1
Q96KK3	KCNS1_HUMAN	KCNS1
Q96KK4	O10C1_HUMAN	OR10C1
Q96KK5	H2A1H_HUMAN	H2AC12
Q96KM6	Z512B_HUMAN	ZNF512B
Q96KN2	CNDP1_HUMAN	CNDP1
Q96KN3	PKNX2_HUMAN	PKNOX2
Q96KN4	LRAT1_HUMAN	LRATD1
Q96KN7	RPGR1_HUMAN	RPGRIP1
Q96KN8	PLAT5_HUMAN	PLAAT5
Q96KP1	EXOC2_HUMAN	EXOC2
Q96KP4	CNDP2_HUMAN	CNDP2
Q96KP6	TNIP3_HUMAN	TNIP3
Q96KQ4	ASPP1_HUMAN	PPP1R13B
Q96KQ7	EHMT2_HUMAN	EHMT2
Q96KR4	LMLN_HUMAN	LMLN
Q96KR6	F210B_HUMAN	FAM210B
Q96KR7	PHAR3_HUMAN	PHACTR3
Q96KS0	EGLN2_HUMAN	EGLN2
Q96KV7	WDR90_HUMAN	WDR90
Q96L08	SUSD3_HUMAN	SUSD3
Q96L12	CALR3_HUMAN	CALR3
Q96L14	C170L_HUMAN	CEP170P1
Q96L21	RL10L_HUMAN	RPL10L
Q96L34	MARK4_HUMAN	MARK4
Q96L42	KCNH8_HUMAN	KCNH8
Q96L46	CPNS2_HUMAN	CAPNS2
Q96L50	LLR1_HUMAN	LRR1
Q96L58	B3GT6_HUMAN	B3GALT6
Q96L73	NSD1_HUMAN	NSD1
Q96L91	EP400_HUMAN	EP400
Q96L92	SNX27_HUMAN	SNX27
Q96L93	KI16B_HUMAN	KIF16B
Q96L96	ALPK3_HUMAN	ALPK3
Q96LA5	FCRL2_HUMAN	FCRL2
Q96LA6	FCRL1_HUMAN	FCRL1
Q96LA8	ANM6_HUMAN	PRMT6
Q96LB1	MRGX2_HUMAN	MRGPRX2
Q96LB2	MRGX1_HUMAN	MRGPRX1
Q96LB3	IFT74_HUMAN	IFT74
Q96LB4	VATG3_HUMAN	ATP6V1G3
Q96LB8	PGRP4_HUMAN	PGLYRP4
Q96LB9	PGRP3_HUMAN	PGLYRP3
Q96LC7	SIG10_HUMAN	SIGLEC10
Q96LC9	BMF_HUMAN	BMF
Q96LD4	TRI47_HUMAN	TRIM47
Q96LD8	SENP8_HUMAN	SENP8
Q96LI5	CNO6L_HUMAN	CNOT6L
Q96LI6	HSFY1_HUMAN	HSFY1; HSFY2
Q96LJ7	DHRS1_HUMAN	DHRS1
Q96LJ8	UBX10_HUMAN	UBXN10
Q96LK0	CEP19_HUMAN	CEP19
Q96LL4	CH048_HUMAN	C8orf48
Q96LL9	DJC30_HUMAN	DNAJC30
Q96LM5	SMIP2_HUMAN	SPMIP2
Q96LM6	SMIP9_HUMAN	SPMIP9
Q96LR2	LURA1_HUMAN	LURAP1
Q96LR5	UB2E2_HUMAN	UBE2E2
Q96LT4	SAMD8_HUMAN	SAMD8
Q96LT7	CI072_HUMAN	C9orf72
Q96LT9	RNPC3_HUMAN	RNPC3
Q96LW4	PRIPO_HUMAN	PRIMPOL
Q96LW7	CAR19_HUMAN	CARD19
Q96LX7	CCD17_HUMAN	CCDC17
Q96LX8	ZN597_HUMAN	ZNF597
Q96LZ3	CANB2_HUMAN	PPP3R2
Q96LZ7	RMD2_HUMAN	RMDN2
Q96M02	CJ090_HUMAN	C10orf90
Q96M11	HYLS1_HUMAN	HYLS1
Q96M27	PRRC1_HUMAN	PRRC1
Q96M29	TEKT5_HUMAN	TEKT5
Q96M32	KAD7_HUMAN	AK7
Q96M61	MAGBI_HUMAN	MAGEB18
Q96M63	ODAD1_HUMAN	ODAD1
Q96M86	DNHD1_HUMAN	DNHD1
Q96M91	CFA53_HUMAN	CFAP53
Q96M94	KLH15_HUMAN	KLHL15
Q96M96	FGD4_HUMAN	FGD4
Q96M98	PACRG_HUMAN	PACRG
Q96MA6	KAD8_HUMAN	AK8
Q96MC2	DRC1_HUMAN	DRC1
Q96MD2	KICS2_HUMAN	KICS2
Q96MF2	STAC3_HUMAN	STAC3
Q96MF7	NSE2_HUMAN	NSMCE2
Q96MG2	JSPR1_HUMAN	JSRP1
Q96MG7	NSE3_HUMAN	NSMCE3
Q96MG8	PCMD1_HUMAN	PCMTD1
Q96MH2	HEXI2_HUMAN	HEXIM2
Q96MH6	DIESL_HUMAN	TMEM68
Q96MI9	CBPC4_HUMAN	AGBL1
Q96MK3	FA20A_HUMAN	FAM20A
Q96MM3	ZFP42_HUMAN	ZFP42
Q96MM7	H6ST2_HUMAN	HS6ST2
Q96MN2	NALP4_HUMAN	NLRP4
Q96MN9	ZN488_HUMAN	ZNF488
Q96MP8	KCTD7_HUMAN	KCTD7
Q96MS0	ROBO3_HUMAN	ROBO3
Q96MT3	PRIC1_HUMAN	PRICKLE1
Q96MT7	CFA44_HUMAN	CFAP44
Q96MT8	CEP63_HUMAN	CEP63
Q96MU7	YTDC1_HUMAN	YTHDC1
Q96MU8	KREM1_HUMAN	KREMEN1
Q96MV1	TLCD4_HUMAN	TLCD4
Q96MV8	ZDH15_HUMAN	ZDHHC15
Q96MW5	COG8_HUMAN	COG8
Q96MX0	CKLF3_HUMAN	CMTM3
Q96MX3	ZNF48_HUMAN	ZNF48
Q96MY7	F161B_HUMAN	FAM161B
Q96N16	JKIP1_HUMAN	JAKMIP1
Q96N19	G137A_HUMAN	GPR137
Q96N21	AP4AT_HUMAN	TEPSIN
Q96N58	ZN578_HUMAN	ZNF578
Q96N64	PWP2A_HUMAN	PWWP2A
Q96N66	MBOA7_HUMAN	MBOAT7
Q96N67	DOCK7_HUMAN	DOCK7
Q96N76	HUTU_HUMAN	UROC1
Q96N77	ZN641_HUMAN	ZNF641
Q96N87	S6A18_HUMAN	SLC6A18
Q96N95	ZN396_HUMAN	ZNF396
Q96N96	SPT13_HUMAN	SPATA13
Q96NA2	RILP_HUMAN	RILP
Q96NB1	CEP20_HUMAN	CEP20
Q96NB2	SFXN2_HUMAN	SFXN2
Q96NB3	ZN830_HUMAN	ZNF830
Q96NC0	ZMAT2_HUMAN	ZMAT2
Q96NE9	FRMD6_HUMAN	FRMD6
Q96NG3	ODAD4_HUMAN	ODAD4
Q96NG5	ZN558_HUMAN	ZNF558
Q96NH3	BROMI_HUMAN	TBC1D32
Q96NI6	LRFN5_HUMAN	LRFN5
Q96NL6	SCLT1_HUMAN	SCLT1
Q96NL8	CF418_HUMAN	CFAP418
Q96NM4	TOX2_HUMAN	TOX2
Q96NN9	AIFM3_HUMAN	AIFM3
Q96NR3	PTHD1_HUMAN	PTCHD1
Q96NR8	RDH12_HUMAN	RDH12
Q96NT0	CC115_HUMAN	CCDC115
Q96NT3	GUCD1_HUMAN	GUCD1
Q96NT5	PCFT_HUMAN	SLC46A1
Q96NU1	SAM11_HUMAN	SAMD11
Q96NW4	ANR27_HUMAN	ANKRD27
Q96NW7	LRRC7_HUMAN	LRRC7
Q96NX5	KCC1G_HUMAN	CAMK1G
Q96NY7	CLIC6_HUMAN	CLIC6
Q96NY8	NECT4_HUMAN	NECTIN4
Q96NY9	MUS81_HUMAN	MUS81
Q96NZ1	FOXN4_HUMAN	FOXN4
Q96NZ8	WFKN1_HUMAN	WFIKKN1
Q96NZ9	PRAP1_HUMAN	PRAP1
Q96P09	BIRC8_HUMAN	BIRC8
Q96P11	NSUN5_HUMAN	NSUN5
Q96P15	SPB11_HUMAN	SERPINB11
Q96P16	RPR1A_HUMAN	RPRD1A
Q96P20	NLRP3_HUMAN	NLRP3
Q96P26	5NT1B_HUMAN	NT5C1B
Q96P31	FCRL3_HUMAN	FCRL3
Q96P44	COLA1_HUMAN	COL21A1
Q96P47	AGAP3_HUMAN	AGAP3
Q96P48	ARAP1_HUMAN	ARAP1
Q96P53	WDFY2_HUMAN	WDFY2
Q96P56	CTSR2_HUMAN	CATSPER2
Q96P63	SPB12_HUMAN	SERPINB12
Q96P65	QRFPR_HUMAN	QRFPR
Q96P66	GP101_HUMAN	GPR101
Q96P68	OXGR1_HUMAN	OXGR1
Q96P70	IPO9_HUMAN	IPO9
Q96P71	NECA3_HUMAN	NECAB3
Q96PB1	CASD1_HUMAN	CASD1
Q96PB7	NOE3_HUMAN	OLFM3
Q96PC2	IP6K3_HUMAN	IP6K3
Q96PC3	AP1S3_HUMAN	AP1S3
Q96PC5	MIA2_HUMAN	MIA2
Q96PD2	DCBD2_HUMAN	DCBLD2
Q96PD4	IL17F_HUMAN	IL17F
Q96PD5	PGRP2_HUMAN	PGLYRP2
Q96PD6	MOGT1_HUMAN	MOGAT1
Q96PD7	DGAT2_HUMAN	DGAT2
Q96PE1	AGRA2_HUMAN	ADGRA2
Q96PE3	INP4A_HUMAN	INPP4A
Q96PE7	MCEE_HUMAN	MCEE
Q96PF1	TGM7_HUMAN	TGM7
Q96PF2	TSSK2_HUMAN	TSSK2
Q96PG8	BBC3B_HUMAN	BBC3
Q96PH1	NOX5_HUMAN	NOX5
Q96PH6	DB118_HUMAN	DEFB118
Q96PJ5	FCRL4_HUMAN	FCRL4
Q96PK6	RBM14_HUMAN	RBM14
Q96PL5	ERMAP_HUMAN	ERMAP
Q96PM5	ZN363_HUMAN	RCHY1
Q96PM9	Z385A_HUMAN	ZNF385A
Q96PN6	ADCYA_HUMAN	ADCY10
Q96PN7	TREF1_HUMAN	TRERF1
Q96PN8	TSSK3_HUMAN	TSSK3
Q96PP8	GBP5_HUMAN	GBP5
Q96PP9	GBP4_HUMAN	GBP4
Q96PQ0	SORC2_HUMAN	SORCS2
Q96PQ1	SIG12_HUMAN	SIGLEC12
Q96PQ6	ZN317_HUMAN	ZNF317
Q96PR1	KCNC2_HUMAN	KCNC2
Q96PS8	AQP10_HUMAN	AQP10
Q96PU4	UHRF2_HUMAN	UHRF2
Q96PU5	NED4L_HUMAN	NEDD4L
Q96PU8	QKI_HUMAN	QKI
Q96PV0	SYGP1_HUMAN	SYNGAP1
Q96PV4	PNMA5_HUMAN	PNMA5
Q96PV6	LENG8_HUMAN	LENG8
Q96PV7	F193B_HUMAN	FAM193B
Q96PX1	RN157_HUMAN	RNF157
Q96PX8	SLIK1_HUMAN	SLITRK1
Q96PX9	PKH4B_HUMAN	PLEKHG4B
Q96PY5	FMNL2_HUMAN	FMNL2
Q96PY6	NEK1_HUMAN	NEK1
Q96PZ0	PUS7_HUMAN	PUS7
Q96PZ2	F111A_HUMAN	FAM111A
Q96PZ7	CSMD1_HUMAN	CSMD1
Q96Q04	LMTK3_HUMAN	LMTK3
Q96Q05	TPPC9_HUMAN	TRAPPC9
Q96Q06	PLIN4_HUMAN	PLIN4
Q96Q07	BTBD9_HUMAN	BTBD9
Q96Q11	TRNT1_HUMAN	TRNT1
Q96Q15	SMG1_HUMAN	SMG1
Q96Q27	ASB2_HUMAN	ASB2
Q96Q35	FACC1_HUMAN	FLACC1
Q96Q40	CDK15_HUMAN	CDK15
Q96Q42	ALS2_HUMAN	ALS2
Q96Q45	TM237_HUMAN	TMEM237
Q96Q77	CIB3_HUMAN	CIB3
Q96Q80	DERL3_HUMAN	DERL3
Q96Q83	ALKB3_HUMAN	ALKBH3
Q96Q89	KI20B_HUMAN	KIF20B
Q96Q91	B3A4_HUMAN	SLC4A9
Q96QA5	GSDMA_HUMAN	GSDMA
Q96QB1	RHG07_HUMAN	DLC1
Q96QC0	PP1RA_HUMAN	PPP1R10
Q96QD8	S38A2_HUMAN	SLC38A2
Q96QD9	UIF_HUMAN	FYTTD1
Q96QE2	MYCT_HUMAN	SLC2A13
Q96QE3	ATAD5_HUMAN	ATAD5
Q96QE5	TEFM_HUMAN	TEFM
Q96QF0	RAB3I_HUMAN	RAB3IP
Q96QF7	GCNA_HUMAN	GCNA
Q96QG7	MTMR9_HUMAN	MTMR9
Q96QH2	PRAM_HUMAN	PRAM1
Q96QI5	HS3S6_HUMAN	HS3ST6
Q96QK1	VPS35_HUMAN	VPS35
Q96QP1	ALPK1_HUMAN	ALPK1
Q96QR8	PURB_HUMAN	PURB
Q96QS3	ARX_HUMAN	ARX
Q96QS6	PSKH2_HUMAN	PSKH2
Q96QT4	TRPM7_HUMAN	TRPM7
Q96QT6	PHF12_HUMAN	PHF12
Q96QU1	PCD15_HUMAN	PCDH15
Q96QU8	XPO6_HUMAN	XPO6
Q96QV1	HHIP_HUMAN	HHIP
Q96QV6	H2A1A_HUMAN	H2AC1
Q96QZ7	MAGI1_HUMAN	MAGI1
Q96R06	SPAG5_HUMAN	SPAG5
Q96RD6	PANX2_HUMAN	PANX2
